Const 	9.5988037	21.479304	3.1926672	1.9755171
Cos1	5.1430543	6.6075450	1.2270596	-0.3518031
Cos2	-1.7371661	-1.2566572	-0.0054540	-0.0143734
Cos3	-0.2230598	0.3451542	0.1229414	-0.0291659
Cos4	0.0422935	-0.0564700	0.0573293	-0.0337693
Cos5	-0.0122696	-0.1576626	-0.0562889	0.0388444
Cos6	0.0080510	0.2253359	0.0956040	0.0575712
Sin1	-0.6726416	1.2164832	0.4361579	-0.1477385
Sin2	-0.0727642	-0.2300587	-0.5028849	-0.2390160
Sin3	0.1200389	-0.3520732	-0.2906078	0.1048181
Sin4	0.0465696	0.2226716	0.0514080	-0.1010366
Sin5	-0.4557674	-0.0385575	0.0760109	-0.0255308
Sin6	-0.1550104	0.1310600	0.0308203	-0.0628866
